0.0738939	0.00466407	0.048216	0.0511838	0.107529	0.107443	0.048001	0.00935503	0.0635712	0.00863996	0.0292479	0.0677863	0.0149788	0.0	0.0278715	0.100475	0.00984428	0.201638	0.114153	0.294716	0.0171831	0.0462375	0.0328609	0.0479149	0.0810339	0.143745	0.00784962	0.0281726	0.204391	0.00855931	0.00244091	0.0390115	0.337039	0.137637	0.347534	0.0910126	0.0145809	0.00973138	0.0161401	0.00824748	0.0734208	0.00797328	0.0240435	0.0939374	0.0729477	0.0440009	0.0941954	0.0331404	0.0760015	0.00416675	0.111744	0.127314	0.00520709	0.0130433	0.0178283	0.040775	0.0284737	0.11269	0.0756574	0.00105983	0.123271	0.263747	0.00415869	0.0753133	0.216951	0.0596571	0.0175595	0.353039	0.0440439	0.0228822	0.017581	0.0171186	0.177552	0.00584958	0.0513989	0.0192907	0.0176778	0.0789263	0.150025	0.0263876	0.0458504	0.118626	0.112088	0.00567753	0.0382588	0.0182584	0.0314845	0.0698509	0.025979	0.0569904	0.0421299	0.00290328	0.00532269
0.0697622	0.0526823	0.0476073	0.0607972	0.115412	0.0818186	0.0458555	0.018368	0.0607457	0.0114896	0.0228505	0.0481741	0.0277967	0.0	0.0209055	0.0918141	0.00677528	0.343968	0.117782	0.143131	0.0117988	0.0516776	0.0125137	0.0424035	0.10995	0.0677528	0.00912602	0.127571	0.0574997	0.00689121	0.00920331	0.0771815	0.0739871	0.0249114	0.00463386	0.0686287	0.0117408	0.0146068	0.0442841	0.00337798	0.0808912	0.0256198	0.0459586	0.0716686	0.0271269	0.0606426	0.104025	0.0286211	0.0736265	0.0234172	0.151581	0.401262	0.00749661	0.00476588	0.0151478	0.0271527	0.0382559	0.150344	0.0754298	0.00427963	0.098306	0.0675983	0.0	0.134784	0.0862496	0.124892	0.0120306	0.536664	0.0216912	0.0119727	0.0607972	0.0182263	0.156733	0.0119534	0.165595	0.0353448	0.0151478	0.0833128	0.0708442	0.0195144	0.0441037	0.167862	0.0524247	0.0452372	0.0666193	0.0493849	0.0182005	0.0502865	0.0107683	0.142616	0.0653828	0.00492689	0.000891993
0.179799	0.00912471	0.450895	0.200827	0.126299	0.0489091	0.0879033	0.0138992	0.0926279	0.0101644	0.0617186	0.0241884	0.0721326	0.0	0.00786039	0.0349351	0.0227411	0.0735966	0.027266	0.0285802	0.0309591	0.00919957	0.0147809	0.0337706	0.215599	0.0103142	0.00397802	0.0275155	0.101012	0.00379295	0.0082846	0.0593896	0.0717999	0.0418888	0.0151385	0.0219093	0.0122439	0.00437936	0.0387613	0.0146478	0.214002	0.0569608	0.0125184	0.0544987	0.187917	0.0564617	0.139341	0.0304933	0.097552	0.00685809	0.334312	0.291192	0.00223127	0.00691631	0.028314	0.0343362	0.0869052	0.0496744	0.0288963	0.000403677	0.112591	0.0344693	0.0141986	0.0590902	0.175407	0.0448167	0.0241884	0.355872	0.0162282	0.0165692	0.0157125	0.0323399	0.0944245	0.00585578	0.0264508	0.0124934	0.0665763	0.151585	0.0373639	0.114787	0.111992	0.0627168	0.0243381	0.00665014	0.00840521	0.0249204	0.0631493	0.112724	0.0249703	0.0258686	0.0268335	0.00317535	0.0005469
0.114931	0.0414988	0.0459801	0.0590473	0.096705	0.095274	0.0714743	0.0163905	0.0543024	0.00554039	0.058972	0.0597628	0.0390134	0.0169648	0.0226323	0.092412	0.0230465	0.0438336	0.175937	0.173225	0.0344191	0.0430428	0.0238562	0.0387874	0.116136	0.0556957	0.00504143	0.0516287	0.404896	0.00458718	0.00250894	0.0170872	0.126831	0.0662399	0.00901431	0.155903	0.00540859	0.00941443	0.0108925	0.0125683	0.0487291	0.00040482	0.0463943	0.0784033	0.0878178	0.065788	0.12525	0.0917342	0.103483	0.0030997	0.131877	0.0385992	0.0125024	0.0553192	0.0378837	0.0548673	0.0327057	0.221277	0.0549426	0.00332329	0.158765	0.271437	0.00480136	0.0803616	0.0435323	0.04357	0.0304463	0.327471	0.0614197	0.0485784	0.147919	0.0302768	0.208172	0.00225593	0.0976841	0.0159951	0.0142158	0.108605	0.146112	0.0451139	0.0795331	0.0572774	0.121559	0.00334212	0.0419507	0.0183958	0.0373753	0.365129	0.0242516	0.0508002	0.0371305	0.00158633	0.00049161
0.0488892	0.0492065	0.0230645	0.0356913	0.0724614	0.06637	0.112626	0.0215417	0.0375314	0.00857386	0.0369286	0.0324871	0.0291083	0.0178615	0.0906084	0.0731593	0.0156328	0.0420682	0.43223	0.48756	0.0737304	0.0606594	0.00448918	0.0237784	0.0812811	0.447966	0.00473902	0.110786	0.173349	0.0129044	0.0	0.00380113	0.0559323	0.0642762	0.0238735	0.131217	0.000438458	0.0	0.00523077	0.00939872	0.00753484	0.0	0.0384832	0.15774	0.111167	0.0909257	0.0524742	0.0301552	0.0475567	0.00553216	0.0541239	0.0429248	0.00190056	0.0164339	0.0215417	0.0301394	0.0164022	0.0879435	0.0472395	0.00598822	0.171318	0.192257	0.00885145	0.0599297	0.0221921	0.036421	0.00716206	0.142512	0.0593587	0.0453359	0.0799486	0.0170684	0.0650376	0.00291876	0.0766492	0.0259674	0.00536163	0.0571062	0.0728421	0.0486671	0.015498	0.067766	0.146192	0.0	0.0499362	0.0185278	0.0117781	0.0789334	0.00890697	0.0751263	0.0604056	0.0	0.00239529
0.0946731	0.00596366	0.0165709	0.0597919	0.0524305	0.0493244	0.107408	0.0244448	0.0652275	0.00668194	0.0733033	0.0852928	0.0511881	0.0	0.0147538	0.043982	0.0128358	0.0382358	0.0742351	0.125051	0.0536108	0.0297872	0.00829322	0.0195838	0.121013	0.0407206	0.00468241	0.236186	0.338686	0.00131717	0.00635969	0.0334213	0.302159	0.129213	0.0430812	0.358317	0.0143966	0.00619662	0.00569188	0.0101802	0.0294611	0.00304978	0.0377388	0.100202	0.0824973	0.0254853	0.111881	0.0636124	0.074173	0.00314296	0.131822	0.0151809	0.00549387	0.0120593	0.0228607	0.0446343	0.0441062	0.0910701	0.0371486	6.49121e-05	0.139525	0.163752	0.0117177	0.0582389	0.305886	0.0208883	0.00903091	0.460941	0.0247399	0.040379	0.0231558	0.0234043	0.0926231	0.00291971	0.0503805	0.00879795	0.0434229	0.1107	0.050132	0.024305	0.0432365	0.0811306	0.113869	0.00348463	0.0253766	0.0479578	0.0281566	0.0385153	0.0287778	0.069576	0.0105606	0.000354529	0.00131717
0.0514241	0.0299081	0.0345936	0.0361554	0.0434984	0.0286493	0.0595364	0.011469	0.0521701	0.0128327	0.0518437	0.0258986	0.0399784	0.0	0.0243367	0.0598161	0.0164576	0.145461	0.049839	0.193761	0.038673	0.0377639	0.00861343	0.0455264	0.0569722	0.0274604	0.0150006	0.430042	0.286819	0.00624736	0.0106939	0.185742	0.457269	0.20234	0.0666229	0.220989	0.0289989	0.010117	0.021959	0.0251293	0.0205137	0.0221921	0.0471349	0.0683013	0.0302111	0.0195696	0.0701196	0.054035	0.0618209	0.00837449	0.0856447	0.0880225	0.0444774	0.183318	0.0310503	0.0398852	0.0325189	0.034104	0.0391159	0.000497545	0.115343	0.171103	0.0162128	0.0505383	0.252505	0.0308405	0.0364351	0.11525	0.038673	0.0379271	0.0140682	0.0209916	0.0512843	0.00227428	0.0371811	0.0416801	0.0246864	0.0768798	0.0689074	0.0405379	0.231805	0.0380902	0.0427291	0.00943514	0.0523566	0.0567391	0.051937	0.0488133	0.0407244	0.0379037	0.035223	0.0148491	0.00435625
0.0718225	0.0410275	0.0317178	0.0362027	0.0124912	0.0310378	0.351794	0.014847	0.0509687	0.0237681	0.065929	0.00610799	0.0713691	0.0	0.00594608	0.0623023	0.0167575	0.0165956	0.0171785	0.0198337	0.0277672	0.0397646	0.0141427	0.030374	0.0746073	0.0212909	0.00385139	0.119488	0.356716	0.00315519	0.00890495	0.0991526	0.115797	0.0512601	0.00515677	0.0950077	0.0253062	0.0	0.0046751	0.0320578	0.0349398	0.0116007	0.0742835	0.0569269	0.039797	0.0216795	0.0649899	0.0514868	0.0481515	0.0294349	0.115473	0.030633	0.0236062	0.00677181	0.02359	0.0257596	0.0531059	0.030293	0.0107183	0.0102407	0.0574774	0.0874304	0.0	0.0297263	0.0231367	0.0261644	0.0288844	0.0898914	0.0362027	0.0424199	0.0458848	0.0341626	0.0518754	0.00173444	0.00983592	0.00691348	0.0858113	0.0528792	0.0657347	0.0921581	0.222915	0.0661233	0.0508392	0.000893025	0.217345	0.67302	0.0631766	0.0325273	0.0275891	0.0320902	0.00844351	0.000968919	0.004412
0.121964	0.0259182	0.0532716	0.0385852	0.0537056	0.0635521	0.0772372	0.0238154	0.0495333	0.00822773	0.096196	0.0543064	0.0398536	0.011624	0.0105141	0.10641	0.0554746	0.0341125	0.139521	0.260617	0.0599139	0.0238988	0.00629597	0.0393195	0.139922	0.194528	0.00146968	0.00685088	0.0316092	0.0	0.0	0.00328567	0.00803581	0.0119327	0.00234899	0.00692181	0.000733278	0.00557416	0.00104411	0.0334617	0.0309917	0.0	0.0534719	0.202005	0.0841131	0.0541395	0.0564092	0.110215	0.100402	0.00282463	0.087718	0.0408883	0.0467963	0.355678	0.19119	0.0376506	0.0476975	0.0510687	0.124835	0.000719196	0.146197	0.0727645	0.0153039	0.0454945	0.0343462	0.0269362	0.0731651	0.420032	0.0601142	0.12904	0.0708286	0.0330778	0.404277	0.000759876	0.0595134	0.00877847	0.046863	0.0939931	0.0564759	0.0792399	0.101537	0.0842466	0.0273201	0.000606023	0.0219128	0.0610488	0.0224802	0.200803	0.00516945	0.0833788	0.0905217	0.0	0.00131427
0.184212	0.029219	0.405171	0.289353	0.120628	0.117646	0.116299	0.0157639	0.0459569	0.0158961	0.0830638	0.0560332	0.0559851	0.0	0.0310467	0.0669032	0.0171707	0.158721	0.0531474	0.038093	0.0177599	0.0123369	0.0481453	0.0525221	0.0695004	0.0268142	0.0	0.184116	0.167282	0.0132868	0.0789756	0.0932124	0.13246	0.070751	0.0969639	0.0695004	0.0434558	0.0275116	0.123898	0.0142849	0.132844	0.061372	0.0448747	0.0417965	0.149871	0.181038	0.0728672	0.0624302	0.104082	0.0398726	0.104082	0.0918656	0.0125534	0.0172188	0.00858535	0.0260446	0.309169	0.132941	0.098984	0.000256456	0.0847953	0.0652679	0.0326099	0.100812	0.0229424	0.0815728	0.0231347	0.106102	0.0735887	0.0294595	0.0658451	0.0284014	0.137269	0.0276559	0.0246498	0.0462935	0.0546384	0.0711838	0.0215355	0.0643059	0.17719	0.13169	0.268767	0.0234233	0.0227981	0.0422293	0.02869	0.0822462	0.0714243	0.0517045	0.0912885	0.015848	0.00957134
